Code_INEGI,Municipio
31020,Chicxulub Pueblo
31022,Chikindzonot
31023,Chocholá
31024,Chumayel
31013,Conkal
31014,Cuncunul
31015,Cuzamá
31025,Dzán
31026,Dzemul
31027,Dzidzantún
31028,Dzilam de Bravo
31029,Dzilam González
31030,Dzitás
31031,Dzoncauich
31032,Espita
31033,Halachó
31034,Hocabá
31035,Hoctún
31036,Homún
31037,Huhí
31038,Hunucmá
31039,Ixil
31040,Izamal
31041,Kanasín
31042,Kantunil
31043,Kaua
31044,Kinchil
31045,Kopomá
31046,Mama
31047,Maní
31048,Maxcanú
31049,Mayapán
31050,Mérida
31051,Mocochá
31052,Motul
31053,Muna
31054,Muxupip
31055,Opichén
31056,Oxkutzcab
31057,Panabá
31058,Peto
31059,Progreso
31060,Quintana Roo
31061,Río Lagartos
31062,Sacalum
31063,Samahil
31065,San Felipe
31064,Sanahcat
31066,Santa Elena
31067,Seyé
31068,Sinanché
31069,Sotuta
31070,Sucilá
31071,Sudzal
31072,Suma
31073,Tahdziú
31074,Tahmek
31075,Teabo
31076,Tecoh
31077,Tekal de Venegas
31078,Tekantó
31079,Tekax
31080,Tekit
31081,Tekom
31082,Telchac Pueblo
31083,Telchac Puerto
31084,Temax
31085,Temozón
31086,Tepakán
31087,Tetiz
31088,Teya
31089,Ticul
31090,Timucuy
31091,Tinum
31092,Tixcacalcupul
31093,Tixkokob
31094,Tixmehuac
31095,Tixpéhual
31096,Tizimín
31097,Tunkás
31098,Tzucacab
31099,Uayma
31100,Ucú
31101,Umán
31102,Valladolid
31103,Xocchel
31104,Yaxcabá
31105,Yaxkukul
31106,Yobaín
32001,Apozol
32002,Apulco
32003,Atolinga
32004,Benito Juárez
32005,Calera
32006,Cañitas de Felipe Pescador
32009,Chalchihuites
32007,Concepción del Oro
32008,Cuauhtémoc
32015,El Plateado de Joaquín Amaro
32041,El Salvador
32010,Fresnillo
32012,Genaro Codina
32013,General Enrique Estrada
32014,General Francisco R. Murguía
32016,General Pánfilo Natera
32017,Guadalupe
32018,Huanusco
32019,Jalpa
32020,Jerez
32021,Jiménez del Teul
32022,Juan Aldama
32023,Juchipila
32024,Loreto
32025,Luis Moya
32026,Mazapil
32027,Melchor Ocampo
32028,Mezquital del Oro
32029,Miguel Auza
32030,Momax
32031,Monte Escobedo
32032,Morelos
32033,Moyahua de Estrada
32034,Nochistlán de Mejía
32035,Noria de Ángeles
32036,Ojocaliente
32037,Pánuco
32038,Pinos
32039,Río Grande
32040,Sain Alto
32058,Santa María de la Paz
32042,Sombrerete
32043,Susticacán
32044,Tabasco
32045,Tepechitlán
32046,Tepetongo
32047,Teúl de González Ortega
32048,Tlaltenango de Sánchez Román
32057,Trancoso
32011,Trinidad García de la Cadena
32049,Valparaíso
32050,Vetagrande
32051,Villa de Cos
32052,Villa García
32053,Villa González Ortega
32054,Villa Hidalgo
32055,Villanueva
32056,Zacatecas
