Code_INEGI,Municipio,Total,Disponen_energía_eléctrica,No_disponen_energía_eléctrica,disponen_energía_eléctrica_No_esp,Disponen_agua_entubada,No_disponen_agua_entubada,disponen_agua_entubada_no_esp,Disponen_drenaje,No_disponen_drenaje,disponen_drenaje_no_esp
30 013,Naranjos Amatlán,8361,8254,107,,2557,471,,2858,170,
30 114,Nautla,3371,3282,88,1,4679,2461,,5233,1907,
30 115,Nogales,10708,10609,93,6,5288,261,2,4943,606,2
30 116,Oluta,5011,4935,76,,25643,2621,9,23559,4703,11
30 117,Omealca,6707,6557,149,1,32248,13116,2,35002,10362,2
30 118,Orizaba,37646,37560,77,9,8111,995,1,8366,740,1
30 119,Otatitlán,1819,1800,19,,10475,142,4,10225,391,5
30 120,Oteapan,3028,3008,20,,6202,139,,4129,2212,
30 121,Ozuluama de Mascareñas,7140,6830,310,,18878,182,1,18403,657,1
30 122,Pajapan,5551,5433,117,1,4696,492,,3953,1235,
30 123,Pánuco,28273,27799,465,9,10227,1313,1,10713,827,1
30 124,Papantla,45366,44694,670,2,52946,3881,31,55926,898,34
30 126,Paso de Ovejas,10621,10331,286,4,4572,486,,4227,831,
30 125,Paso del Macho,9107,8953,153,1,13991,2503,4,14263,2229,6
30 128,Perote,19061,18930,130,1,7340,167,2,7190,317,2
30 129,Platón Sánchez,5188,5019,169,,5410,592,1,5644,358,1
30 130,Playa Vicente,11541,11360,180,1,2042,66,,2088,20,
30 131,Poza Rica de Hidalgo,56858,55921,906,31,1409,229,,682,956,
30 133,Pueblo Viejo,16498,15977,517,4,12272,52,,12192,132,
30 134,Puente Nacional,7509,7438,69,2,1851,205,,1915,141,
30 135,Rafael Delgado,6003,5939,63,1,613,129,,655,87,
30 136,Rafael Lucio,2108,2072,36,,43473,1205,11,39565,5112,12
30 138,Río Blanco,12324,12290,34,,8397,1096,6,9027,466,6
30 139,Saltabarranca,2056,2011,45,,16012,674,2,15149,1537,2
30 140,San Andrés Tenejapan,742,737,5,,7575,1284,1,8437,422,1
30 141,San Andrés Tuxtla,44689,43939,739,11,4380,613,3,4941,52,3
30 142,San Juan Evangelista,9499,9244,249,6,934,7,,915,26,
30 211,San Rafael,9355,9274,81,,5322,237,,662,4897,
30 212,Santiago Sochiapan,3596,3497,99,,8384,108,1,8077,415,1
30 143,Santiago Tuxtla,16688,16280,405,3,9181,156,5,8428,907,7
30 144,Sayula de Alemán,8860,8708,151,1,2884,631,6,2769,746,6
30 146,Sochiapa,941,923,18,,4333,3084,1,5030,2386,2
30 145,Soconusco,4996,4928,65,3,2872,939,,2900,909,2
30 147,Soledad Atzompa,5559,5534,25,,1658,171,,1531,298,
30 148,Soledad de Doblado,8493,8410,82,1,3195,490,,2479,1206,
30 149,Soteapan,9342,9166,171,5,13007,14256,2,12558,14704,3
30 150,Tamalín,3521,3435,80,6,1430,42,,1206,266,
30 151,Tamiahua,7418,7241,176,1,2092,3517,,4169,1440,
30 152,Tampico Alto,3811,3648,163,,5515,2031,1,6384,1162,1
30 153,Tancoco,1829,1798,31,,3576,2114,,291,5399,
30 154,Tantima,3685,3567,118,,23644,6254,15,22235,7663,15
30 155,Tantoyuca,27265,25981,1282,2,8308,1698,14,6269,3737,14
30 209,Tatahuicapan de Juárez,4312,4251,60,1,1542,160,,1485,217,
30 156,Tatatila,1472,1435,37,,1283,14,,1188,109,
30 158,Tecolutla,7547,7395,151,1,4870,25,1,4815,80,1
30 159,Tehuipango,5690,5593,97,,1080,1280,,1825,535,
30 161,Tempoal,10020,9677,329,14,2750,41,5,2699,92,5
30 162,Tenampa,1702,1637,65,,3961,253,1,3040,1174,1
30 163,Tenochtitlán,1297,1262,35,,2946,1152,,2301,1797,
30 164,Teocelo,4896,4853,42,1,5868,1407,,6952,323,
30 165,Tepatlaxco,2360,2280,80,,2127,699,,233,2593,
30 166,Tepetlán,2796,2773,18,5,1244,202,,1055,391,
30 167,Tepetzintla,4215,4136,78,1,3637,2101,,5453,285,
30 168,Tequila,4098,4008,90,,8696,6703,1,13128,2270,2
30 170,Texcatepec,2826,2635,191,,29565,1129,5,29488,1206,5
30 171,Texhuacán,1446,1405,41,,19503,6644,5,21865,4282,5
30 172,Texistepec,5738,5607,131,,1264,205,,1371,98,
30 173,Tezonapa,15400,15003,396,1,2665,153,,2558,260,
30 174,Tierra Blanca,30699,30337,357,5,3993,430,,4171,252,
30 175,Tihuatlán,26152,25665,482,5,1176,42,,1157,61,
30 180,Tlachichilco,3036,2908,128,,2126,910,,1110,1926,
30 176,Tlacojalpan,1469,1453,16,,11375,1124,2,11882,617,2
30 177,Tlacolulan,2818,2772,46,,4932,30,28,4901,61,28
30 178,Tlacotalpan,4423,4356,67,,16962,439,4,17171,230,4
30 179,Tlacotepec de Mejía,1218,1196,22,,1680,216,,200,1696,
30 181,Tlalixcoyan,12501,12334,165,2,1298,60,,1268,90,
30 182,Tlalnelhuayocan,4990,4936,26,28,2053,35,,2000,88,
30 024,Tlaltetela,4272,4193,79,,1325,40,,1278,87,
30 183,Tlapacoyan,17405,17225,177,3,4496,101,1,4383,214,1
30 184,Tlaquilpa,1896,1877,19,,39753,6632,9,42282,4075,37
30 185,Tlilapan,1358,1328,30,,698,126,,806,18,
30 186,Tomatlán,2088,2057,31,,9865,30,1,9772,123,1
30 187,Tonayán,1365,1345,20,,6442,94,2,6422,114,2
30 188,Totutla,4598,4511,86,1,200265,1229,291,200014,1477,294
30 207,Tres Valles,14126,13932,194,,2850,77,,2756,171,
30 189,Tuxpan,46394,45938,447,9,1358,142,,80,1420,
30 190,Tuxtilla,824,814,10,,5041,478,1,5343,176,1
30 191,Ursulo Galván,9896,9866,29,1,3180,71,,3060,191,
30 210,Uxpanapa,7734,7357,374,3,1867,126,,1536,457,
30 192,Vega de Alatorre,6538,6438,98,2,2881,278,,3012,147,
30 193,Veracruz,201785,201108,385,292,3404,73,,3308,169,
30 194,Villa Aldama,2927,2890,37,,9485,2721,15,6358,5848,15
30 087,Xalapa,151046,150330,625,91,3038,914,,1449,2503,
30 092,Xico,10237,10151,77,9,2604,998,,2754,848,
30 195,Xoxocotla,1500,1465,35,,11722,1960,1,13522,160,1
30 196,Yanga,5520,5448,71,1,5427,137,,4312,1252,
30 197,Yecuatla,3251,3167,84,,8473,468,1,8879,62,1
30 198,Zacualpan,1993,1794,199,,11981,2145,,13416,710,
30 199,Zaragoza,3159,3123,36,,7354,455,3,7451,358,3
30 200,Zentla,3477,3421,56,,4273,38,1,3877,434,1
30 201,Zongolica,12221,11763,443,15,7141,590,3,6950,781,3
30 202,Zontecomatlán de López y Fuentes,3952,3641,311,,8964,391,,9116,239,
30 203,Zozocolco de Hidalgo,3602,3342,260,,3017,579,,3336,260,
31 001,Abalá,1819,1794,25,,1810,9,,1397,422,
31 002,Acanceh,4249,4219,27,3,4224,22,3,3479,767,3
31 003,Akil,3273,3212,59,2,3231,40,2,2883,388,2
31 004,Baca,1736,1728,8,,1715,21,,1531,205,
31 005,Bokobá,633,628,5,,626,7,,587,46,
31 006,Buctzotz,2683,2621,62,,2620,63,,2283,400,
31 007,Cacalchén,2051,2034,11,6,2036,9,6,1812,233,6
31 008,Calotmul,1153,1124,29,,1135,18,,1017,136,
31 009,Cansahcab,1314,1301,13,,1307,7,,1087,227,
31 010,Cantamayec,743,690,53,,721,22,,574,169,
31 011,Celestún,2363,2328,30,5,2309,49,5,2217,141,5
31 012,Cenotillo,1185,1151,34,,1173,12,,1079,106,
31 016,Chacsinkín,723,713,10,,4936,36,3,4815,156,4
31 017,Chankom,1232,1189,42,1,440,1,,385,56,
31 018,Chapab,963,943,20,,1487,24,,1072,439,
31 019,Chemax,8461,8148,313,,716,7,,657,66,
31 021,Chichimilá,2031,1951,80,,1201,30,1,988,243,1
31 020,Chicxulub Pueblo,1310,1302,8,,940,23,,705,258,
31 022,Chikindzonot,1010,990,20,,8327,134,,5868,2593,
31 023,Chocholá,1452,1441,11,,1297,13,,1190,120,
31 024,Chumayel,889,875,14,,1976,55,,1434,597,
31 013,Conkal,4975,4954,18,3,993,17,,766,244,
31 014,Cuncunul,441,431,10,,1449,3,,1198,254,
31 015,Cuzamá,1511,1490,21,,886,3,,696,193,
31 025,Dzán,1465,1450,15,,1453,12,,1288,177,
31 026,Dzemul,1089,1087,2,,1067,22,,1025,64,
31 027,Dzidzantún,2490,2462,19,9,2442,39,9,2194,287,9
31 028,Dzilam de Bravo,875,867,8,,850,25,,846,29,
31 029,Dzilam González,1921,1877,41,3,1883,35,3,1700,218,3
31 030,Dzitás,1066,1035,31,,1009,57,,769,296,1
31 031,Dzoncauich,792,776,16,,782,10,,627,165,
31 032,Espita,4228,4090,125,13,4178,37,13,3412,803,13
31 033,Halachó,5738,5699,37,2,5497,239,2,4362,1374,2
31 034,Hocabá,1686,1667,19,,1656,30,,1189,497,
31 035,Hoctún,1824,1800,23,1,1798,25,1,1381,442,1
31 036,Homún,2221,2182,39,,2100,121,,1694,527,
31 037,Huhí,1577,1549,21,7,1565,5,7,1209,361,7
31 038,Hunucmá,8925,8861,61,3,8719,203,3,7281,1641,3
31 039,Ixil,1120,1112,8,,1105,15,,1021,99,
31 040,Izamal,7854,7774,68,12,7785,57,12,6945,897,12
31 041,Kanasín,39988,39665,252,71,39369,547,72,38764,1149,75
31 042,Kantunil,1560,1534,26,,1552,8,,1280,280,
31 043,Kaua,845,821,24,,826,19,,730,115,
31 044,Kinchil,2005,1993,12,,1988,17,,1520,485,
31 045,Kopomá,783,771,12,,781,2,,696,87,
31 046,Mama,865,856,9,,822,43,,728,137,
31 047,Maní,1546,1530,16,,1533,13,,1299,247,
31 048,Maxcanú,6299,6219,75,5,6222,72,5,5043,1251,5
31 049,Mayapán,943,909,26,8,905,30,8,478,457,8
31 050,Mérida,303526,302010,730,786,300646,2090,790,298991,3672,863
31 051,Mocochá,1002,997,5,,993,9,,910,92,
31 052,Motul,10115,9953,142,20,9927,168,20,8948,1147,20
31 053,Muna,3406,3363,43,,3378,28,,2984,422,
31 054,Muxupip,866,855,5,6,856,4,6,713,147,6
31 055,Opichén,1910,1886,24,,1888,22,,1511,399,
31 056,Oxkutzcab,8542,8353,176,13,8316,213,13,7555,974,13
31 057,Panabá,2214,2191,23,,2190,24,,2043,171,
31 058,Peto,6392,6221,167,4,6296,92,4,5580,808,4
31 059,Progreso,18449,18160,252,37,18030,381,38,18064,348,37
31 060,Quintana Roo,304,296,6,2,299,3,2,270,32,2
31 061,Río Lagartos,1100,1072,25,3,1073,24,3,1046,51,3
31 062,Sacalum,1369,1354,15,,1357,12,,1203,166,
31 063,Samahil,1442,1430,6,6,1429,7,6,1203,233,6
31 065,San Felipe,631,628,3,,477,7,,417,67,
31 064,Sanahcat,484,477,7,,626,5,,623,8,
31 066,Santa Elena,1121,1103,18,,1103,18,,940,181,
31 067,Seyé,2695,2661,34,,2635,60,,2207,488,
31 068,Sinanché,986,979,7,,975,11,,892,94,
31 069,Sotuta,2395,2333,62,,2334,61,,1856,539,
31 070,Sucilá,1176,1162,13,1,1150,25,1,1085,90,1
31 071,Sudzal,577,563,14,,565,12,,489,88,
31 072,Suma,572,565,7,,565,7,,518,54,
31 073,Tahdziú,1277,1240,33,4,1244,29,4,1019,254,4
31 074,Tahmek,1089,1077,12,,1082,7,,842,247,
31 075,Teabo,1667,1646,21,,1650,17,,1065,602,
31 076,Tecoh,4715,4614,100,1,4653,61,1,3818,896,1
31 077,Tekal de Venegas,769,754,15,,758,11,,564,205,
31 078,Tekantó,1080,1064,16,,1063,17,,867,213,
31 079,Tekax,11529,11281,232,16,11225,288,16,10238,1275,16
31 080,Tekit,2790,2780,10,,2759,31,,2250,540,
31 081,Tekom,791,773,18,,781,10,,673,118,
31 082,Telchac Pueblo,1119,1111,8,,1094,25,,989,130,
31 083,Telchac Puerto,561,552,9,,558,3,,552,9,
31 084,Temax,1878,1860,12,6,1835,37,6,1435,437,6
31 085,Temozón,4242,4163,79,,4172,70,,3455,787,
31 086,Tepakán,682,668,11,3,652,27,3,481,198,3
31 087,Tetiz,1485,1465,20,,1457,28,,1071,414,
31 088,Teya,570,563,7,,536,34,,513,57,
31 089,Ticul,10018,9927,71,20,9883,115,20,9113,884,21
31 090,Timucuy,1805,1776,29,,1792,13,,1411,394,
31 091,Tinum,3195,3137,45,13,3149,33,13,2735,447,13
31 092,Tixcacalcupul,1934,1809,124,1,1876,57,1,1501,432,1
31 093,Tixkokob,5133,5086,34,13,5091,29,13,4638,482,13
31 094,Tixmehuac,1421,1386,35,,1385,36,,1059,362,
31 095,Tixpéhual,1535,1524,11,,1527,8,,1313,222,
31 096,Tizimín,21212,20684,517,11,20667,535,10,18529,2672,11
31 097,Tunkás,1077,1053,24,,1070,7,,833,244,
31 098,Tzucacab,3998,3922,76,,3925,73,,3484,514,
31 099,Uayma,1007,987,20,,1003,4,,719,288,
31 100,Ucú,1125,1119,6,,1063,62,,979,146,
31 101,Umán,19347,19225,115,7,19236,104,7,17859,1480,8
31 102,Valladolid,22006,21657,329,20,21709,277,20,19090,2896,20
31 103,Xocchel,899,887,12,,897,2,,617,282,
31 104,Yaxcabá,4184,3982,202,,4072,112,,3267,917,
31 105,Yaxkukul,908,888,12,8,886,14,8,801,99,8
31 106,Yobaín,680,676,4,,647,33,,598,82,
32 001,Apozol,1810,1791,19,,1791,19,,1784,26,
32 002,Apulco,1340,1325,15,,1304,36,,1233,101,6
32 003,Atolinga,765,762,3,,759,6,,741,24,
32 004,Benito Juárez,1272,1256,14,2,1253,17,2,1231,39,2
32 005,Calera,11981,11929,36,16,11885,80,16,11858,107,16
32 006,Cañitas de Felipe Pescador,2227,2199,14,14,2192,21,14,2115,98,14
32 009,Chalchihuites,2673,2647,25,1,3100,141,,3114,127,
32 007,Concepción del Oro,3241,3205,36,,3191,34,1,3103,122,1
32 008,Cuauhtémoc,3226,3198,27,1,2642,30,1,2530,142,1
32 015,El Plateado de Joaquín Amaro,529,525,4,,62923,1002,55,61517,2395,68
32 041,El Salvador,732,701,31,,1074,2,1,1051,25,1
32 010,Fresnillo,63980,63611,314,55,1975,79,,1572,482,
32 012,Genaro Codina,2054,2001,53,,1800,10,,1798,12,
32 013,General Enrique Estrada,1810,1804,6,,5349,50,4,5090,309,4
32 014,General Francisco R. Murguía,5403,5373,26,4,518,11,,511,18,
32 016,General Pánfilo Natera,6038,5997,36,5,5931,102,5,5724,309,5
32 017,Guadalupe,60416,60103,138,175,59481,760,175,59907,331,178
32 018,Huanusco,1357,1347,10,,1349,8,,1316,41,
32 019,Jalpa,7090,7043,40,7,6995,88,7,6977,106,7
32 020,Jerez,17835,17768,62,5,17740,90,5,17617,212,6
32 021,Jiménez del Teul,1078,1037,41,,1015,63,,921,157,
32 022,Juan Aldama,5392,5374,18,,5333,59,,5299,93,
32 023,Juchipila,3888,3876,9,3,3811,74,3,3873,7,8
32 024,Loreto,12979,12891,63,25,12867,86,26,12685,268,26
32 025,Luis Moya,3265,3261,4,,3257,8,,3236,29,
32 026,Mazapil,4639,4578,58,3,4101,535,3,3945,690,4
32 027,Melchor Ocampo,719,704,15,,674,45,,656,63,
32 028,Mezquital del Oro,735,728,7,,706,29,,710,25,
32 029,Miguel Auza,5874,5857,17,,5853,21,,5787,87,
32 030,Momax,790,786,4,,788,2,,786,4,
32 031,Monte Escobedo,2783,2739,44,,2739,44,,2665,118,
32 032,Morelos,3612,3600,7,5,3569,38,5,3578,29,5
32 033,Moyahua de Estrada,1456,1439,17,,1429,27,,1428,28,
32 034,Nochistlán de Mejía,8457,8409,44,4,8358,95,4,8307,146,4
32 035,Noria de Ángeles,4126,4094,27,5,4011,110,5,3864,257,5
32 036,Ojocaliente,10875,10798,69,8,10674,193,8,10319,548,8
32 037,Pánuco,4741,4716,25,,4566,175,,4392,349,
32 038,Pinos,19252,19021,223,8,17656,1588,8,16578,2666,8
32 039,Río Grande,17704,17662,41,1,17586,117,1,17050,653,1
32 040,Sain Alto,5497,5469,28,,5433,64,,5251,246,
32 058,Santa María de la Paz,858,850,8,,682,50,,663,69,
32 042,Sombrerete,17182,17085,88,9,16778,395,9,16285,888,9
32 043,Susticacán,404,389,15,,398,6,,380,24,
32 044,Tabasco,4535,4510,25,,4492,43,,4458,77,
32 045,Tepechitlán,2551,2522,29,,2519,31,1,2509,41,1
32 046,Tepetongo,2065,2056,9,,2056,9,,2018,47,
32 047,Teúl de González Ortega,1651,1642,9,,1644,7,,1624,27,
32 048,Tlaltenango de Sánchez Román,7975,7907,65,3,7893,79,3,7766,206,3
32 057,Trancoso,4668,4628,27,13,8530,442,104,8016,956,104
32 011,Trinidad García de la Cadena,1077,1061,15,1,2587,55,,2572,70,
32 049,Valparaíso,9076,8683,289,104,9073,84,13,8519,638,13
32 050,Vetagrande,2642,2629,13,,4812,116,,4728,200,
32 051,Villa de Cos,9170,9106,51,13,3392,94,,3351,135,
32 052,Villa García,4928,4900,28,,4846,101,3,4654,293,3
32 053,Villa González Ortega,3486,3455,31,,8916,114,2,8670,359,3
32 054,Villa Hidalgo,4950,4914,33,3,41852,469,51,42121,182,69
32 055,Villanueva,9032,8956,75,1,4506,149,13,4455,200,13
32 056,Zacatecas,42372,42244,77,51,851,7,,819,39,
