Municipality ID,Municipality,Economic Sector 1 digit ID,Economic Sector 1 digit,Insured People
7003,Acapetahua,6,Comercio,207
7003,Acapetahua,7,Transportes y comunicaciones,60
7003,Acapetahua,8,"Servicios para empresas, personas y el hogar",12
7003,Acapetahua,9,Servicios sociales y comunales,14
7004,Altamirano,4,Industria de la construcción,277
7004,Altamirano,6,Comercio,212
7004,Altamirano,7,Transportes y comunicaciones,12
7004,Altamirano,9,Servicios sociales y comunales,1469
7005,Amatán,4,Industria de la construcción,75
7006,Amatenango de la Frontera,0,"Agricultura, ganadería, silvicultura, pesca y caza",25
7006,Amatenango de la Frontera,4,Industria de la construcción,63
7006,Amatenango de la Frontera,6,Comercio,103
7007,Amatenango del Valle,4,Industria de la construcción,33
7007,Amatenango del Valle,8,"Servicios para empresas, personas y el hogar",5
7008,Angel Albino Corzo,0,"Agricultura, ganadería, silvicultura, pesca y caza",70
7008,Angel Albino Corzo,4,Industria de la construcción,4
7008,Angel Albino Corzo,6,Comercio,1045
7008,Angel Albino Corzo,8,"Servicios para empresas, personas y el hogar",12
7008,Angel Albino Corzo,9,Servicios sociales y comunales,333
7009,Arriaga,0,"Agricultura, ganadería, silvicultura, pesca y caza",448
7009,Arriaga,3,Industrias de transformación,166
7009,Arriaga,4,Industria de la construcción,1001
7009,Arriaga,5,"Industria eléctrica, y captación y suministro de agua potable",4
7009,Arriaga,6,Comercio,10860
7009,Arriaga,7,Transportes y comunicaciones,2459
7009,Arriaga,8,"Servicios para empresas, personas y el hogar",2107
7009,Arriaga,9,Servicios sociales y comunales,1391
7011,Bella Vista,4,Industria de la construcción,124
7011,Bella Vista,7,Transportes y comunicaciones,4
7012,Berriozábal,0,"Agricultura, ganadería, silvicultura, pesca y caza",434
7012,Berriozábal,3,Industrias de transformación,878
7012,Berriozábal,4,Industria de la construcción,1108
7012,Berriozábal,6,Comercio,5410
7012,Berriozábal,7,Transportes y comunicaciones,384
7012,Berriozábal,8,"Servicios para empresas, personas y el hogar",3136
7012,Berriozábal,9,Servicios sociales y comunales,18
7013,Bochil,0,"Agricultura, ganadería, silvicultura, pesca y caza",32
7013,Bochil,3,Industrias de transformación,340
7013,Bochil,4,Industria de la construcción,208
7013,Bochil,6,Comercio,1957
7013,Bochil,7,Transportes y comunicaciones,31
7013,Bochil,8,"Servicios para empresas, personas y el hogar",45
7013,Bochil,9,Servicios sociales y comunales,350
7014,El Bosque,6,Comercio,2
7014,El Bosque,8,"Servicios para empresas, personas y el hogar",4
7015,Cacahoatán,0,"Agricultura, ganadería, silvicultura, pesca y caza",248
7015,Cacahoatán,4,Industria de la construcción,865
7015,Cacahoatán,6,Comercio,2831
7015,Cacahoatán,7,Transportes y comunicaciones,62
7015,Cacahoatán,8,"Servicios para empresas, personas y el hogar",77
7015,Cacahoatán,9,Servicios sociales y comunales,378
7016,Catazajá,0,"Agricultura, ganadería, silvicultura, pesca y caza",5
7016,Catazajá,4,Industria de la construcción,399
7016,Catazajá,6,Comercio,762
7016,Catazajá,7,Transportes y comunicaciones,286
7016,Catazajá,8,"Servicios para empresas, personas y el hogar",9
7017,Cintalapa,0,"Agricultura, ganadería, silvicultura, pesca y caza",721
7017,Cintalapa,3,Industrias de transformación,105
7017,Cintalapa,4,Industria de la construcción,838
7017,Cintalapa,6,Comercio,6432
7017,Cintalapa,7,Transportes y comunicaciones,429
7017,Cintalapa,8,"Servicios para empresas, personas y el hogar",1293
7017,Cintalapa,9,Servicios sociales y comunales,2151
7018,Coapilla,4,Industria de la construcción,13
7018,Coapilla,7,Transportes y comunicaciones,12
7019,Comitán de Domínguez,0,"Agricultura, ganadería, silvicultura, pesca y caza",496
7019,Comitán de Domínguez,3,Industrias de transformación,293
7019,Comitán de Domínguez,4,Industria de la construcción,3055
7019,Comitán de Domínguez,6,Comercio,45034
7019,Comitán de Domínguez,7,Transportes y comunicaciones,1512
7019,Comitán de Domínguez,8,"Servicios para empresas, personas y el hogar",7536
7019,Comitán de Domínguez,9,Servicios sociales y comunales,5397
7020,La Concordia,0,"Agricultura, ganadería, silvicultura, pesca y caza",83
7020,La Concordia,4,Industria de la construcción,7
7020,La Concordia,6,Comercio,438
7020,La Concordia,8,"Servicios para empresas, personas y el hogar",2
7021,Copainalá,4,Industria de la construcción,87
7021,Copainalá,6,Comercio,291
7021,Copainalá,8,"Servicios para empresas, personas y el hogar",72
7021,Copainalá,9,Servicios sociales y comunales,3
7023,Chamula,0,"Agricultura, ganadería, silvicultura, pesca y caza",21
7023,Chamula,4,Industria de la construcción,200
7023,Chamula,8,"Servicios para empresas, personas y el hogar",12
7024,Chanal,4,Industria de la construcción,12
7026,Chenalhó,4,Industria de la construcción,12
7026,Chenalhó,6,Comercio,4
7027,Chiapa de Corzo,0,"Agricultura, ganadería, silvicultura, pesca y caza",792
7027,Chiapa de Corzo,3,Industrias de transformación,1353
7027,Chiapa de Corzo,4,Industria de la construcción,2547
7027,Chiapa de Corzo,6,Comercio,7334
7027,Chiapa de Corzo,7,Transportes y comunicaciones,3232
7027,Chiapa de Corzo,8,"Servicios para empresas, personas y el hogar",8408
7027,Chiapa de Corzo,9,Servicios sociales y comunales,408
7028,Chiapilla,4,Industria de la construcción,74
7028,Chiapilla,6,Comercio,42
7029,Chicoasén,0,"Agricultura, ganadería, silvicultura, pesca y caza",24
7029,Chicoasén,4,Industria de la construcción,702
7029,Chicoasén,5,"Industria eléctrica, y captación y suministro de agua potable",2326
7029,Chicoasén,6,Comercio,163
7029,Chicoasén,8,"Servicios para empresas, personas y el hogar",24
7030,Chicomuselo,4,Industria de la construcción,111
7030,Chicomuselo,6,Comercio,253
7031,Chilón,0,"Agricultura, ganadería, silvicultura, pesca y caza",12
7031,Chilón,4,Industria de la construcción,675
7031,Chilón,6,Comercio,510
7031,Chilón,7,Transportes y comunicaciones,36
7031,Chilón,8,"Servicios para empresas, personas y el hogar",10
7032,Escuintla,0,"Agricultura, ganadería, silvicultura, pesca y caza",1793
7032,Escuintla,3,Industrias de transformación,8
7032,Escuintla,4,Industria de la construcción,244
7032,Escuintla,6,Comercio,1974
7032,Escuintla,7,Transportes y comunicaciones,392
7032,Escuintla,8,"Servicios para empresas, personas y el hogar",297
7032,Escuintla,9,Servicios sociales y comunales,93
7033,Francisco León,4,Industria de la construcción,31
7034,Frontera Comalapa,0,"Agricultura, ganadería, silvicultura, pesca y caza",23
7034,Frontera Comalapa,4,Industria de la construcción,371
7034,Frontera Comalapa,6,Comercio,7904
7034,Frontera Comalapa,7,Transportes y comunicaciones,81
7034,Frontera Comalapa,8,"Servicios para empresas, personas y el hogar",435
7034,Frontera Comalapa,9,Servicios sociales y comunales,71
7035,Frontera Hidalgo,0,"Agricultura, ganadería, silvicultura, pesca y caza",3478
7035,Frontera Hidalgo,4,Industria de la construcción,67
7035,Frontera Hidalgo,6,Comercio,104
7035,Frontera Hidalgo,9,Servicios sociales y comunales,48
7036,La Grandeza,4,Industria de la construcción,30
7037,Huehuetán,0,"Agricultura, ganadería, silvicultura, pesca y caza",2072
7037,Huehuetán,4,Industria de la construcción,396
7037,Huehuetán,6,Comercio,1073
7037,Huehuetán,7,Transportes y comunicaciones,122
7037,Huehuetán,8,"Servicios para empresas, personas y el hogar",60
7037,Huehuetán,9,Servicios sociales y comunales,222
7038,Huixtán,4,Industria de la construcción,22
7039,Huitiupán,4,Industria de la construcción,90
7039,Huitiupán,6,Comercio,71
7040,Huixtla,0,"Agricultura, ganadería, silvicultura, pesca y caza",24214
7040,Huixtla,3,Industrias de transformación,4138
7040,Huixtla,4,Industria de la construcción,6489
7040,Huixtla,5,"Industria eléctrica, y captación y suministro de agua potable",6
7040,Huixtla,6,Comercio,8391
7040,Huixtla,7,Transportes y comunicaciones,728
7040,Huixtla,8,"Servicios para empresas, personas y el hogar",3205
7040,Huixtla,9,Servicios sociales y comunales,2176
7041,La Independencia,4,Industria de la construcción,31
7041,La Independencia,6,Comercio,111
7042,Ixhuatán,4,Industria de la construcción,19
7043,Ixtacomitán,0,"Agricultura, ganadería, silvicultura, pesca y caza",1
7043,Ixtacomitán,4,Industria de la construcción,113
7043,Ixtacomitán,6,Comercio,169
7043,Ixtacomitán,7,Transportes y comunicaciones,12
7044,Ixtapa,0,"Agricultura, ganadería, silvicultura, pesca y caza",24
7044,Ixtapa,4,Industria de la construcción,48
7044,Ixtapa,6,Comercio,99
7044,Ixtapa,8,"Servicios para empresas, personas y el hogar",18
7044,Ixtapa,9,Servicios sociales y comunales,12
7045,Ixtapangajoya,0,"Agricultura, ganadería, silvicultura, pesca y caza",125
7045,Ixtapangajoya,4,Industria de la construcción,21
7045,Ixtapangajoya,6,Comercio,3
7046,Jiquipilas,0,"Agricultura, ganadería, silvicultura, pesca y caza",100
7046,Jiquipilas,4,Industria de la construcción,172
7046,Jiquipilas,6,Comercio,393
7046,Jiquipilas,7,Transportes y comunicaciones,38
7046,Jiquipilas,8,"Servicios para empresas, personas y el hogar",558
7046,Jiquipilas,9,Servicios sociales y comunales,7
7047,Jitotol,0,"Agricultura, ganadería, silvicultura, pesca y caza",60
7047,Jitotol,4,Industria de la construcción,43
7047,Jitotol,6,Comercio,223
7047,Jitotol,8,"Servicios para empresas, personas y el hogar",36
7049,Larráinzar,4,Industria de la construcción,56
7049,Larráinzar,6,Comercio,11
7050,La Libertad,0,"Agricultura, ganadería, silvicultura, pesca y caza",36
7050,La Libertad,6,Comercio,120
7050,La Libertad,9,Servicios sociales y comunales,4
7051,Mapastepec,0,"Agricultura, ganadería, silvicultura, pesca y caza",1773
7051,Mapastepec,1,Industrias extractivas,4
7051,Mapastepec,4,Industria de la construcción,172
7051,Mapastepec,6,Comercio,3780
7051,Mapastepec,7,Transportes y comunicaciones,192
7051,Mapastepec,8,"Servicios para empresas, personas y el hogar",325
7051,Mapastepec,9,Servicios sociales y comunales,110
7052,Las Margaritas,0,"Agricultura, ganadería, silvicultura, pesca y caza",10
7052,Las Margaritas,4,Industria de la construcción,866
7052,Las Margaritas,6,Comercio,1841
7052,Las Margaritas,8,"Servicios para empresas, personas y el hogar",160
7052,Las Margaritas,9,Servicios sociales y comunales,12
7053,Mazapa de Madero,4,Industria de la construcción,17
7053,Mazapa de Madero,6,Comercio,313
7053,Mazapa de Madero,7,Transportes y comunicaciones,12
7055,Metapa,0,"Agricultura, ganadería, silvicultura, pesca y caza",75
7055,Metapa,3,Industrias de transformación,24
7055,Metapa,4,Industria de la construcción,143
7055,Metapa,6,Comercio,11
7057,Motozintla,0,"Agricultura, ganadería, silvicultura, pesca y caza",427
7057,Motozintla,3,Industrias de transformación,12
7057,Motozintla,4,Industria de la construcción,339
7057,Motozintla,6,Comercio,2872
7057,Motozintla,7,Transportes y comunicaciones,295
7057,Motozintla,8,"Servicios para empresas, personas y el hogar",797
7057,Motozintla,9,Servicios sociales y comunales,8
7058,Nicolás Ruíz,4,Industria de la construcción,4
7059,Ocosingo,0,"Agricultura, ganadería, silvicultura, pesca y caza",139
7059,Ocosingo,4,Industria de la construcción,1241
7059,Ocosingo,6,Comercio,10368
7059,Ocosingo,7,Transportes y comunicaciones,111
7059,Ocosingo,8,"Servicios para empresas, personas y el hogar",700
7059,Ocosingo,9,Servicios sociales y comunales,4229
7061,Ocozocoautla de Espinosa,0,"Agricultura, ganadería, silvicultura, pesca y caza",26448
7061,Ocozocoautla de Espinosa,3,Industrias de transformación,5282
7061,Ocozocoautla de Espinosa,4,Industria de la construcción,879
7061,Ocozocoautla de Espinosa,6,Comercio,8064
7061,Ocozocoautla de Espinosa,7,Transportes y comunicaciones,5154
7061,Ocozocoautla de Espinosa,8,"Servicios para empresas, personas y el hogar",4537
7061,Ocozocoautla de Espinosa,9,Servicios sociales y comunales,170
7062,Ostuacán,0,"Agricultura, ganadería, silvicultura, pesca y caza",38
7062,Ostuacán,4,Industria de la construcción,488
7062,Ostuacán,5,"Industria eléctrica, y captación y suministro de agua potable",785
7062,Ostuacán,6,Comercio,26
7062,Ostuacán,7,Transportes y comunicaciones,16
7062,Ostuacán,8,"Servicios para empresas, personas y el hogar",4
7063,Osumacinta,4,Industria de la construcción,45
7063,Osumacinta,8,"Servicios para empresas, personas y el hogar",12
7063,Osumacinta,9,Servicios sociales y comunales,12
7064,Oxchuc,4,Industria de la construcción,117
7065,Palenque,0,"Agricultura, ganadería, silvicultura, pesca y caza",8592
7065,Palenque,3,Industrias de transformación,84
7065,Palenque,4,Industria de la construcción,2011
7065,Palenque,5,"Industria eléctrica, y captación y suministro de agua potable",12
7065,Palenque,6,Comercio,15740
7065,Palenque,7,Transportes y comunicaciones,852
7065,Palenque,8,"Servicios para empresas, personas y el hogar",9362
7065,Palenque,9,Servicios sociales y comunales,1788
7066,Pantelhó,4,Industria de la construcción,54
7068,Pichucalco,0,"Agricultura, ganadería, silvicultura, pesca y caza",1269
7068,Pichucalco,1,Industrias extractivas,17
7068,Pichucalco,3,Industrias de transformación,12
7068,Pichucalco,4,Industria de la construcción,292
7068,Pichucalco,6,Comercio,4671
7068,Pichucalco,7,Transportes y comunicaciones,282
7068,Pichucalco,8,"Servicios para empresas, personas y el hogar",843
7068,Pichucalco,9,Servicios sociales y comunales,3563
7069,Pijijiapan,0,"Agricultura, ganadería, silvicultura, pesca y caza",391
7069,Pijijiapan,3,Industrias de transformación,36
7069,Pijijiapan,4,Industria de la construcción,460
7069,Pijijiapan,5,"Industria eléctrica, y captación y suministro de agua potable",5
7069,Pijijiapan,6,Comercio,4019
7069,Pijijiapan,7,Transportes y comunicaciones,113
7069,Pijijiapan,8,"Servicios para empresas, personas y el hogar",524
7069,Pijijiapan,9,Servicios sociales y comunales,217
7070,El Porvenir,4,Industria de la construcción,36
7070,El Porvenir,6,Comercio,36
7070,El Porvenir,8,"Servicios para empresas, personas y el hogar",24
7071,Villa Comaltitlán,0,"Agricultura, ganadería, silvicultura, pesca y caza",762
7071,Villa Comaltitlán,3,Industrias de transformación,5
7071,Villa Comaltitlán,4,Industria de la construcción,164
7071,Villa Comaltitlán,6,Comercio,621
7071,Villa Comaltitlán,8,"Servicios para empresas, personas y el hogar",168
7071,Villa Comaltitlán,9,Servicios sociales y comunales,21
7072,Pueblo Nuevo Solistahuacán,4,Industria de la construcción,113
7072,Pueblo Nuevo Solistahuacán,6,Comercio,156
7072,Pueblo Nuevo Solistahuacán,9,Servicios sociales y comunales,2090
7074,Reforma,0,"Agricultura, ganadería, silvicultura, pesca y caza",24
7074,Reforma,1,Industrias extractivas,5255
7074,Reforma,3,Industrias de transformación,101
7074,Reforma,4,Industria de la construcción,3158
7074,Reforma,6,Comercio,8758
7074,Reforma,7,Transportes y comunicaciones,480
7074,Reforma,8,"Servicios para empresas, personas y el hogar",10693
7074,Reforma,9,Servicios sociales y comunales,341
7075,Las Rosas,4,Industria de la construcción,23
7075,Las Rosas,6,Comercio,878
7075,Las Rosas,7,Transportes y comunicaciones,8
7075,Las Rosas,8,"Servicios para empresas, personas y el hogar",36
7076,Sabanilla,4,Industria de la construcción,22
7077,Salto de Agua,4,Industria de la construcción,164
7077,Salto de Agua,6,Comercio,796
7077,Salto de Agua,9,Servicios sociales y comunales,12
7078,San Cristóbal de las Casas,0,"Agricultura, ganadería, silvicultura, pesca y caza",248
7078,San Cristóbal de las Casas,3,Industrias de transformación,995
7078,San Cristóbal de las Casas,4,Industria de la construcción,5920
7078,San Cristóbal de las Casas,5,"Industria eléctrica, y captación y suministro de agua potable",4248
7078,San Cristóbal de las Casas,6,Comercio,44618
7078,San Cristóbal de las Casas,7,Transportes y comunicaciones,5020
7078,San Cristóbal de las Casas,8,"Servicios para empresas, personas y el hogar",31853
