Code_INEGI,Municipality,Area_ID,Area,Students
17029,Yautepec,8,Agriculture and Veterinary,18
17029,Yautepec,10,Services,81
17030,Yecapixtla,7,"Engineering, manufacturing and construction",217
17031,Zacatepec,1,Education,301
17031,Zacatepec,4,Business Administration,926
17031,Zacatepec,5,"natural sciences, mathematics and statistics",6
17031,Zacatepec,6,Technology of the information and communication,940
17031,Zacatepec,7,"Engineering, manufacturing and construction",3713
17031,Zacatepec,10,Services,175
17033,Temoac,1,Education,372
18001,Acaponeta,1,Education,681
18001,Acaponeta,3,social sciences and law,240
18001,Acaponeta,4,Business Administration,543
18004,Compostela,1,Education,111
18004,Compostela,3,social sciences and law,56
18004,Compostela,4,Business Administration,56
18004,Compostela,8,Agriculture and Veterinary,611
18004,Compostela,9,Health Sciences,16
18006,Ixtlán del Río,1,Education,259
18006,Ixtlán del Río,3,social sciences and law,336
18006,Ixtlán del Río,4,Business Administration,58
18006,Ixtlán del Río,6,Technology of the information and communication,28
18006,Ixtlán del Río,9,Health Sciences,75
18006,Ixtlán del Río,10,Services,28
18007,Jala,4,Business Administration,100
18007,Jala,6,Technology of the information and communication,79
18007,Jala,7,"Engineering, manufacturing and construction",31
18008,Xalisco,2,Arts and Humanities,114
18008,Xalisco,3,social sciences and law,320
18008,Xalisco,4,Business Administration,1185
18008,Xalisco,5,"natural sciences, mathematics and statistics",156
18008,Xalisco,6,Technology of the information and communication,237
18008,Xalisco,7,"Engineering, manufacturing and construction",872
18008,Xalisco,8,Agriculture and Veterinary,628
18008,Xalisco,10,Services,1401
18009,Del Nayar,4,Business Administration,51
18009,Del Nayar,7,"Engineering, manufacturing and construction",104
18009,Del Nayar,9,Health Sciences,210
18009,Del Nayar,10,Services,37
18011,Ruíz,1,Education,74
18011,Ruíz,3,social sciences and law,82
18011,Ruíz,4,Business Administration,101
18011,Ruíz,6,Technology of the information and communication,31
18012,San Blas,3,social sciences and law,71
18012,San Blas,8,Agriculture and Veterinary,129
18015,Santiago Ixcuintla,3,social sciences and law,66
18015,Santiago Ixcuintla,4,Business Administration,566
18015,Santiago Ixcuintla,6,Technology of the information and communication,189
18015,Santiago Ixcuintla,7,"Engineering, manufacturing and construction",37
18015,Santiago Ixcuintla,8,Agriculture and Veterinary,231
18015,Santiago Ixcuintla,9,Health Sciences,199
18015,Santiago Ixcuintla,10,Services,95
18016,Tecuala,1,Education,89
18016,Tecuala,3,social sciences and law,61
18016,Tecuala,4,Business Administration,68
18016,Tecuala,9,Health Sciences,120
18017,Tepic,1,Education,7255
18017,Tepic,2,Arts and Humanities,988
18017,Tepic,3,social sciences and law,7603
18017,Tepic,4,Business Administration,5913
18017,Tepic,5,"natural sciences, mathematics and statistics",927
18017,Tepic,6,Technology of the information and communication,1082
18017,Tepic,7,"Engineering, manufacturing and construction",4197
18017,Tepic,8,Agriculture and Veterinary,231
18017,Tepic,9,Health Sciences,10234
18017,Tepic,10,Services,1137
18020,Bahía de Banderas,1,Education,97
18020,Bahía de Banderas,2,Arts and Humanities,41
18020,Bahía de Banderas,3,social sciences and law,221
18020,Bahía de Banderas,4,Business Administration,713
18020,Bahía de Banderas,5,"natural sciences, mathematics and statistics",133
18020,Bahía de Banderas,6,Technology of the information and communication,127
18020,Bahía de Banderas,7,"Engineering, manufacturing and construction",301
18020,Bahía de Banderas,8,Agriculture and Veterinary,133
18020,Bahía de Banderas,9,Health Sciences,269
18020,Bahía de Banderas,10,Services,624
19004,Allende,1,Education,257
19004,Allende,2,Arts and Humanities,16
19004,Allende,3,social sciences and law,441
19004,Allende,4,Business Administration,382
19004,Allende,7,"Engineering, manufacturing and construction",181
19004,Allende,10,Services,103
19006,Apodaca,1,Education,60
19006,Apodaca,2,Arts and Humanities,6
19006,Apodaca,3,social sciences and law,380
19006,Apodaca,4,Business Administration,1347
19006,Apodaca,6,Technology of the information and communication,361
19006,Apodaca,7,"Engineering, manufacturing and construction",323
19009,Cadereyta Jiménez,1,Education,65
19009,Cadereyta Jiménez,2,Arts and Humanities,135
19009,Cadereyta Jiménez,3,social sciences and law,254
19009,Cadereyta Jiménez,4,Business Administration,691
19009,Cadereyta Jiménez,6,Technology of the information and communication,144
19009,Cadereyta Jiménez,7,"Engineering, manufacturing and construction",783
19009,Cadereyta Jiménez,9,Health Sciences,20
19014,Doctor Arroyo,1,Education,51
19014,Doctor Arroyo,3,social sciences and law,11
19014,Doctor Arroyo,4,Business Administration,7
19018,García,6,Technology of the information and communication,80
19018,García,7,"Engineering, manufacturing and construction",329
19019,San Pedro Garza García,1,Education,493
19019,San Pedro Garza García,2,Arts and Humanities,1056
19019,San Pedro Garza García,3,social sciences and law,1782
19019,San Pedro Garza García,4,Business Administration,3025
19019,San Pedro Garza García,6,Technology of the information and communication,132
19019,San Pedro Garza García,7,"Engineering, manufacturing and construction",2165
19019,San Pedro Garza García,9,Health Sciences,3641
19021,General Escobedo,1,Education,58
19021,General Escobedo,2,Arts and Humanities,225
19021,General Escobedo,3,social sciences and law,61
19021,General Escobedo,4,Business Administration,1345
19021,General Escobedo,5,"natural sciences, mathematics and statistics",310
19021,General Escobedo,6,Technology of the information and communication,376
19021,General Escobedo,7,"Engineering, manufacturing and construction",2321
19021,General Escobedo,8,Agriculture and Veterinary,1600
19021,General Escobedo,10,Services,9
19022,General Terán,1,Education,29
19022,General Terán,3,social sciences and law,14
19031,Juárez,1,Education,3720
19031,Juárez,2,Arts and Humanities,2042
19031,Juárez,3,social sciences and law,9666
19031,Juárez,4,Business Administration,15647
19031,Juárez,5,"natural sciences, mathematics and statistics",1193
19031,Juárez,6,Technology of the information and communication,2831
19031,Juárez,7,"Engineering, manufacturing and construction",16739
19031,Juárez,8,Agriculture and Veterinary,1151
19031,Juárez,9,Health Sciences,7075
19031,Juárez,10,Services,1749
19033,Linares,1,Education,293
19033,Linares,2,Arts and Humanities,363
19033,Linares,4,Business Administration,340
19033,Linares,5,"natural sciences, mathematics and statistics",289
19033,Linares,6,Technology of the information and communication,319
19033,Linares,7,"Engineering, manufacturing and construction",1262
19033,Linares,8,Agriculture and Veterinary,385
19033,Linares,10,Services,2
19038,Montemorelos,1,Education,1269
19038,Montemorelos,2,Arts and Humanities,615
19038,Montemorelos,3,social sciences and law,276
19038,Montemorelos,4,Business Administration,323
19038,Montemorelos,5,"natural sciences, mathematics and statistics",5
19038,Montemorelos,6,Technology of the information and communication,86
19038,Montemorelos,7,"Engineering, manufacturing and construction",113
19038,Montemorelos,9,Health Sciences,978
19038,Montemorelos,10,Services,3
19039,Monterrey,1,Education,8999
19039,Monterrey,2,Arts and Humanities,5942
19039,Monterrey,3,social sciences and law,27017
19039,Monterrey,4,Business Administration,30005
19039,Monterrey,5,"natural sciences, mathematics and statistics",1340
19039,Monterrey,6,Technology of the information and communication,3455
19039,Monterrey,7,"Engineering, manufacturing and construction",14254
19039,Monterrey,8,Agriculture and Veterinary,3
19039,Monterrey,9,Health Sciences,21757
19039,Monterrey,10,Services,1510
19044,Sabinas Hidalgo,1,Education,328
19044,Sabinas Hidalgo,2,Arts and Humanities,47
19044,Sabinas Hidalgo,4,Business Administration,141
19044,Sabinas Hidalgo,6,Technology of the information and communication,42
19044,Sabinas Hidalgo,7,"Engineering, manufacturing and construction",130
19046,San Nicolás de los Garza,1,Education,2254
19046,San Nicolás de los Garza,2,Arts and Humanities,3890
19046,San Nicolás de los Garza,3,social sciences and law,15597
19046,San Nicolás de los Garza,4,Business Administration,33139
19046,San Nicolás de los Garza,5,"natural sciences, mathematics and statistics",5378
19046,San Nicolás de los Garza,6,Technology of the information and communication,8588
19046,San Nicolás de los Garza,7,"Engineering, manufacturing and construction",24587
19046,San Nicolás de los Garza,8,Agriculture and Veterinary,10
19046,San Nicolás de los Garza,9,Health Sciences,1329
19046,San Nicolás de los Garza,10,Services,2209
20014,Ciudad Ixtepec,1,Education,739
20014,Ciudad Ixtepec,2,Arts and Humanities,100
20014,Ciudad Ixtepec,3,social sciences and law,86
20014,Ciudad Ixtepec,4,Business Administration,106
20014,Ciudad Ixtepec,6,Technology of the information and communication,34
20026,Chalcatongo de Hidalgo,4,Business Administration,39
20026,Chalcatongo de Hidalgo,9,Health Sciences,326
20030,El Espinal,6,Technology of the information and communication,2
20039,Heroica Ciudad de Huajuapan de León,1,Education,405
20039,Heroica Ciudad de Huajuapan de León,2,Arts and Humanities,251
20039,Heroica Ciudad de Huajuapan de León,3,social sciences and law,185
20039,Heroica Ciudad de Huajuapan de León,4,Business Administration,457
20039,Heroica Ciudad de Huajuapan de León,5,"natural sciences, mathematics and statistics",158
20039,Heroica Ciudad de Huajuapan de León,6,Technology of the information and communication,205
20039,Heroica Ciudad de Huajuapan de León,7,"Engineering, manufacturing and construction",960
20039,Heroica Ciudad de Huajuapan de León,9,Health Sciences,367
20039,Heroica Ciudad de Huajuapan de León,10,Services,8
20042,Ixtlán de Juárez,5,"natural sciences, mathematics and statistics",118
20042,Ixtlán de Juárez,6,Technology of the information and communication,32
20042,Ixtlán de Juárez,7,"Engineering, manufacturing and construction",12
20042,Ixtlán de Juárez,8,Agriculture and Veterinary,72
20043,Juchitán de Zaragoza,1,Education,209
20043,Juchitán de Zaragoza,3,social sciences and law,305
20043,Juchitán de Zaragoza,4,Business Administration,932
20043,Juchitán de Zaragoza,6,Technology of the information and communication,377
20043,Juchitán de Zaragoza,7,"Engineering, manufacturing and construction",2322
20043,Juchitán de Zaragoza,9,Health Sciences,921
20044,Loma Bonita,1,Education,7
20044,Loma Bonita,4,Business Administration,16
20044,Loma Bonita,5,"natural sciences, mathematics and statistics",21
20044,Loma Bonita,6,Technology of the information and communication,50
20044,Loma Bonita,7,"Engineering, manufacturing and construction",99
20044,Loma Bonita,8,Agriculture and Veterinary,139
20057,Matías Romero Avendaño,1,Education,39
20057,Matías Romero Avendaño,4,Business Administration,32
20057,Matías Romero Avendaño,7,"Engineering, manufacturing and construction",70
20057,Matías Romero Avendaño,8,Agriculture and Veterinary,24
20059,Miahuatlán de Porfirio Díaz,4,Business Administration,297
20059,Miahuatlán de Porfirio Díaz,6,Technology of the information and communication,72
20059,Miahuatlán de Porfirio Díaz,9,Health Sciences,1569
20067,Oaxaca de Juárez,1,Education,4059
20067,Oaxaca de Juárez,2,Arts and Humanities,803
20067,Oaxaca de Juárez,3,social sciences and law,7574
20067,Oaxaca de Juárez,4,Business Administration,7677
20067,Oaxaca de Juárez,5,"natural sciences, mathematics and statistics",122
20067,Oaxaca de Juárez,6,Technology of the information and communication,1005
20067,Oaxaca de Juárez,7,"Engineering, manufacturing and construction",5957
20067,Oaxaca de Juárez,8,Agriculture and Veterinary,766
20067,Oaxaca de Juárez,9,Health Sciences,8871
20067,Oaxaca de Juárez,10,Services,1150
20068,Ocotlán de Morelos,4,Business Administration,98
20068,Ocotlán de Morelos,6,Technology of the information and communication,27
20068,Ocotlán de Morelos,8,Agriculture and Veterinary,56
20073,Putla Villa de Guerrero,1,Education,283
20079,Salina Cruz,1,Education,244
20079,Salina Cruz,2,Arts and Humanities,20
20079,Salina Cruz,3,social sciences and law,228
20079,Salina Cruz,4,Business Administration,945
20079,Salina Cruz,6,Technology of the information and communication,209
20079,Salina Cruz,7,"Engineering, manufacturing and construction",921
20079,Salina Cruz,8,Agriculture and Veterinary,86
20115,San Bartolo Coyotepec,3,social sciences and law,50
20115,San Bartolo Coyotepec,9,Health Sciences,15
20157,San Jacinto Amilpas,3,social sciences and law,15
20157,San Jacinto Amilpas,6,Technology of the information and communication,10
20178,San Juan Bautista Guelache,3,social sciences and law,59
20184,San Juan Bautista Tuxtepec,1,Education,1003
20184,San Juan Bautista Tuxtepec,2,Arts and Humanities,124
20184,San Juan Bautista Tuxtepec,3,social sciences and law,677
20184,San Juan Bautista Tuxtepec,4,Business Administration,1980
20184,San Juan Bautista Tuxtepec,5,"natural sciences, mathematics and statistics",324
20184,San Juan Bautista Tuxtepec,6,Technology of the information and communication,492
20184,San Juan Bautista Tuxtepec,7,"Engineering, manufacturing and construction",1437
20184,San Juan Bautista Tuxtepec,8,Agriculture and Veterinary,430
20184,San Juan Bautista Tuxtepec,9,Health Sciences,550
20184,San Juan Bautista Tuxtepec,10,Services,138
20185,San Juan Cacahuatepec,1,Education,195
20190,San Juan Cotzocón,1,Education,19
20190,San Juan Cotzocón,3,social sciences and law,14
20190,San Juan Cotzocón,4,Business Administration,57
20269,San Miguel el Grande,3,social sciences and law,137
20269,San Miguel el Grande,6,Technology of the information and communication,99
20269,San Miguel el Grande,8,Agriculture and Veterinary,372
20277,Villa Sola de Vega,4,Business Administration,142
20277,Villa Sola de Vega,7,"Engineering, manufacturing and construction",35
20277,Villa Sola de Vega,8,Agriculture and Veterinary,128
20295,San Pablo Huixtepec,4,Business Administration,447
20295,San Pablo Huixtepec,6,Technology of the information and communication,166
20295,San Pablo Huixtepec,7,"Engineering, manufacturing and construction",570
20295,San Pablo Huixtepec,8,Agriculture and Veterinary,137
20295,San Pablo Huixtepec,10,Services,403
20305,San Pedro Comitancillo,4,Business Administration,408
20305,San Pedro Comitancillo,6,Technology of the information and communication,90
20305,San Pedro Comitancillo,7,"Engineering, manufacturing and construction",48
20305,San Pedro Comitancillo,8,Agriculture and Veterinary,348
20319,San Pedro Mixtepec,1,Education,94
20319,San Pedro Mixtepec,2,Arts and Humanities,17
20319,San Pedro Mixtepec,3,social sciences and law,57
20319,San Pedro Mixtepec,4,Business Administration,111
20319,San Pedro Mixtepec,5,"natural sciences, mathematics and statistics",61
20319,San Pedro Mixtepec,6,Technology of the information and communication,39
20319,San Pedro Mixtepec,8,Agriculture and Veterinary,115
20319,San Pedro Mixtepec,9,Health Sciences,290
20324,San Pedro Pochutla,1,Education,47
20324,San Pedro Pochutla,3,social sciences and law,59
20324,San Pedro Pochutla,4,Business Administration,323
20324,San Pedro Pochutla,5,"natural sciences, mathematics and statistics",250
20324,San Pedro Pochutla,6,Technology of the information and communication,210
20324,San Pedro Pochutla,7,"Engineering, manufacturing and construction",373
20324,San Pedro Pochutla,8,Agriculture and Veterinary,17
20324,San Pedro Pochutla,10,Services,65
20334,Villa de Tututepec,1,Education,219
20339,San Pedro y San Pablo Teposcolula,1,Education,260
20339,San Pedro y San Pablo Teposcolula,3,social sciences and law,146
20339,San Pedro y San Pablo Teposcolula,4,Business Administration,354
20339,San Pedro y San Pablo Teposcolula,6,Technology of the information and communication,229
20339,San Pedro y San Pablo Teposcolula,10,Services,405
20350,San Sebastián Tutla,3,social sciences and law,202
20350,San Sebastián Tutla,4,Business Administration,204
20350,San Sebastián Tutla,7,"Engineering, manufacturing and construction",119
20350,San Sebastián Tutla,9,Health Sciences,60
20385,Santa Cruz Xoxocotlán,1,Education,521
20385,Santa Cruz Xoxocotlán,2,Arts and Humanities,138
20385,Santa Cruz Xoxocotlán,3,social sciences and law,608
20385,Santa Cruz Xoxocotlán,4,Business Administration,570
20385,Santa Cruz Xoxocotlán,5,"natural sciences, mathematics and statistics",356
20385,Santa Cruz Xoxocotlán,6,Technology of the information and communication,471
20385,Santa Cruz Xoxocotlán,7,"Engineering, manufacturing and construction",434
20385,Santa Cruz Xoxocotlán,8,Agriculture and Veterinary,732
20385,Santa Cruz Xoxocotlán,9,Health Sciences,492
20385,Santa Cruz Xoxocotlán,10,Services,191
20390,Santa Lucía del Camino,1,Education,10
20390,Santa Lucía del Camino,2,Arts and Humanities,11
20394,Santa María Alotepec,1,Education,160
20397,Heroica Ciudad de Tlaxiaco,1,Education,101
20397,Heroica Ciudad de Tlaxiaco,4,Business Administration,525
20397,Heroica Ciudad de Tlaxiaco,6,Technology of the information and communication,165
20397,Heroica Ciudad de Tlaxiaco,7,"Engineering, manufacturing and construction",618
20399,Santa María Atzompa,1,Education,217
20399,Santa María Atzompa,4,Business Administration,307
20399,Santa María Atzompa,7,"Engineering, manufacturing and construction",71
20401,Santa María Colotepec,1,Education,118
20401,Santa María Colotepec,4,Business Administration,124
20401,Santa María Colotepec,6,Technology of the information and communication,5
20401,Santa María Colotepec,7,"Engineering, manufacturing and construction",52
20413,Santa María Huatulco,1,Education,41
20413,Santa María Huatulco,2,Arts and Humanities,57
20413,Santa María Huatulco,3,social sciences and law,373
20413,Santa María Huatulco,4,Business Administration,369
20413,Santa María Huatulco,5,"natural sciences, mathematics and statistics",10
20413,Santa María Huatulco,6,Technology of the information and communication,6
20413,Santa María Huatulco,7,"Engineering, manufacturing and construction",7
20413,Santa María Huatulco,10,Services,54
20469,Santiago Juxtlahuaca,4,Business Administration,28
20469,Santiago Juxtlahuaca,6,Technology of the information and communication,14
20469,Santiago Juxtlahuaca,8,Agriculture and Veterinary,23
20482,Santiago Pinotepa Nacional,1,Education,61
20482,Santiago Pinotepa Nacional,2,Arts and Humanities,23
20482,Santiago Pinotepa Nacional,3,social sciences and law,93
20482,Santiago Pinotepa Nacional,4,Business Administration,755
20482,Santiago Pinotepa Nacional,6,Technology of the information and communication,183
20482,Santiago Pinotepa Nacional,7,"Engineering, manufacturing and construction",150
20482,Santiago Pinotepa Nacional,8,Agriculture and Veterinary,333
20482,Santiago Pinotepa Nacional,9,Health Sciences,352
20483,Santiago Suchilquitongo,3,social sciences and law,167
20483,Santiago Suchilquitongo,4,Business Administration,361
20483,Santiago Suchilquitongo,7,"Engineering, manufacturing and construction",515
20515,Santo Domingo Tehuantepec,1,Education,464
20515,Santo Domingo Tehuantepec,3,social sciences and law,76
20515,Santo Domingo Tehuantepec,4,Business Administration,184
20515,Santo Domingo Tehuantepec,5,"natural sciences, mathematics and statistics",20
20515,Santo Domingo Tehuantepec,6,Technology of the information and communication,45
20515,Santo Domingo Tehuantepec,7,"Engineering, manufacturing and construction",288
20515,Santo Domingo Tehuantepec,9,Health Sciences,348
20540,Villa de Tamazulápam del Progreso,1,Education,361
20545,Teotitlán de Flores Magón,5,"natural sciences, mathematics and statistics",63
20545,Teotitlán de Flores Magón,6,Technology of the information and communication,36
20545,Teotitlán de Flores Magón,7,"Engineering, manufacturing and construction",37
20545,Teotitlán de Flores Magón,9,Health Sciences,189
20546,Teotitlán del Valle,2,Arts and Humanities,35
20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",3,social sciences and law,4
20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",4,Business Administration,4
20550,San Jerónimo Tlacochahuaya,1,Education,205
21004,Acatzingo,4,Business Administration,191
21006,Ahuacatlán,4,Business Administration,331
21006,Ahuacatlán,5,"natural sciences, mathematics and statistics",49
21006,Ahuacatlán,6,Technology of the information and communication,72
21006,Ahuacatlán,7,"Engineering, manufacturing and construction",78
21006,Ahuacatlán,8,Agriculture and Veterinary,110
21006,Ahuacatlán,9,Health Sciences,139
21006,Ahuacatlán,10,Services,115
21008,Ahuazotepec,1,Education,10
21008,Ahuazotepec,3,social sciences and law,37
21008,Ahuazotepec,4,Business Administration,27
21008,Ahuazotepec,7,"Engineering, manufacturing and construction",88
21008,Ahuazotepec,8,Agriculture and Veterinary,27
21010,Ajalpan,4,Business Administration,358
21010,Ajalpan,6,Technology of the information and communication,116
21010,Ajalpan,7,"Engineering, manufacturing and construction",403
21010,Ajalpan,8,Agriculture and Veterinary,11
21010,Ajalpan,9,Health Sciences,62
21015,Amozoc,3,social sciences and law,58
21015,Amozoc,6,Technology of the information and communication,91
21015,Amozoc,7,"Engineering, manufacturing and construction",425
21015,Amozoc,9,Health Sciences,674
21015,Amozoc,10,Services,176
21016,Aquixtla,3,social sciences and law,30
21016,Aquixtla,8,Agriculture and Veterinary,61
21017,Atempan,3,social sciences and law,525
21017,Atempan,4,Business Administration,110
21017,Atempan,7,"Engineering, manufacturing and construction",238
21019,Atlixco,1,Education,375
21019,Atlixco,2,Arts and Humanities,119
21019,Atlixco,3,social sciences and law,753
21019,Atlixco,4,Business Administration,1041
21019,Atlixco,6,Technology of the information and communication,201
21019,Atlixco,7,"Engineering, manufacturing and construction",1218
21019,Atlixco,9,Health Sciences,94
21019,Atlixco,10,Services,317
21041,Cuautlancingo,1,Education,955
21041,Cuautlancingo,3,social sciences and law,83
21041,Cuautlancingo,4,Business Administration,5
21041,Cuautlancingo,7,"Engineering, manufacturing and construction",10
21043,Cuetzalan del Progreso,3,social sciences and law,222
21043,Cuetzalan del Progreso,4,Business Administration,50
21043,Cuetzalan del Progreso,6,Technology of the information and communication,2
21043,Cuetzalan del Progreso,7,"Engineering, manufacturing and construction",60
21045,Chalchicomula de Sesma,1,Education,319
21045,Chalchicomula de Sesma,3,social sciences and law,191
21045,Chalchicomula de Sesma,4,Business Administration,331
21045,Chalchicomula de Sesma,6,Technology of the information and communication,223
21045,Chalchicomula de Sesma,7,"Engineering, manufacturing and construction",746
21045,Chalchicomula de Sesma,8,Agriculture and Veterinary,174
21045,Chalchicomula de Sesma,9,Health Sciences,35
21047,Chiautla,1,Education,524
21047,Chiautla,2,Arts and Humanities,90
21047,Chiautla,3,social sciences and law,600
21047,Chiautla,4,Business Administration,414
21047,Chiautla,6,Technology of the information and communication,83
21047,Chiautla,9,Health Sciences,206
21047,Chiautla,10,Services,50
21053,Chignahuapan,1,Education,65
21053,Chignahuapan,2,Arts and Humanities,50
21053,Chignahuapan,3,social sciences and law,810
21053,Chignahuapan,4,Business Administration,539
21053,Chignahuapan,7,"Engineering, manufacturing and construction",106
21053,Chignahuapan,10,Services,94
21057,Honey,3,social sciences and law,20
21057,Honey,4,Business Administration,14
21058,Chilchotla,4,Business Administration,106
21058,Chilchotla,5,"natural sciences, mathematics and statistics",82
21058,Chilchotla,6,Technology of the information and communication,90
21058,Chilchotla,7,"Engineering, manufacturing and construction",88
21058,Chilchotla,8,Agriculture and Veterinary,324
21064,Francisco Z. Mena,7,"Engineering, manufacturing and construction",45
21064,Francisco Z. Mena,8,Agriculture and Veterinary,9
21067,Guadalupe Victoria,3,social sciences and law,45
21067,Guadalupe Victoria,4,Business Administration,296
21067,Guadalupe Victoria,6,Technology of the information and communication,82
21067,Guadalupe Victoria,7,"Engineering, manufacturing and construction",535
21069,Huaquechula,3,social sciences and law,118
21069,Huaquechula,4,Business Administration,23
21070,Huatlatlauca,3,social sciences and law,52
21071,Huauchinango,1,Education,250
21071,Huauchinango,3,social sciences and law,743
21071,Huauchinango,4,Business Administration,733
21071,Huauchinango,6,Technology of the information and communication,338
21071,Huauchinango,7,"Engineering, manufacturing and construction",1437
21071,Huauchinango,9,Health Sciences,92
21071,Huauchinango,10,Services,32
21072,Huehuetla,1,Education,9
21072,Huehuetla,2,Arts and Humanities,263
21072,Huehuetla,3,social sciences and law,188
21072,Huehuetla,4,Business Administration,63
21072,Huehuetla,5,"natural sciences, mathematics and statistics",98
21072,Huehuetla,6,Technology of the information and communication,13
21072,Huehuetla,8,Agriculture and Veterinary,186
21072,Huehuetla,9,Health Sciences,292
21072,Huehuetla,10,Services,119
21074,Huejotzingo,1,Education,107
21074,Huejotzingo,2,Arts and Humanities,119
21074,Huejotzingo,3,social sciences and law,332
21074,Huejotzingo,4,Business Administration,1065
21074,Huejotzingo,6,Technology of the information and communication,383
21074,Huejotzingo,7,"Engineering, manufacturing and construction",2294
21074,Huejotzingo,10,Services,61
21082,Ixcaquixtla,1,Education,301
21082,Ixcaquixtla,3,social sciences and law,87
21083,Ixtacamaxtitlán,1,Education,21
21083,Ixtacamaxtitlán,3,social sciences and law,26
21083,Ixtacamaxtitlán,4,Business Administration,29
21085,Izúcar de Matamoros,1,Education,203
21085,Izúcar de Matamoros,2,Arts and Humanities,138
21085,Izúcar de Matamoros,3,social sciences and law,270
21085,Izúcar de Matamoros,4,Business Administration,1016
21085,Izúcar de Matamoros,5,"natural sciences, mathematics and statistics",83
21085,Izúcar de Matamoros,6,Technology of the information and communication,367
21085,Izúcar de Matamoros,7,"Engineering, manufacturing and construction",119
21085,Izúcar de Matamoros,8,Agriculture and Veterinary,356
21085,Izúcar de Matamoros,9,Health Sciences,122
21085,Izúcar de Matamoros,10,Services,21
21088,Jonotla,1,Education,438
21088,Jonotla,3,social sciences and law,878
21088,Jonotla,4,Business Administration,187
21088,Jonotla,6,Technology of the information and communication,5
21088,Jonotla,8,Agriculture and Veterinary,129
21088,Jonotla,9,Health Sciences,85
21090,Juan C. Bonilla,1,Education,13
21090,Juan C. Bonilla,4,Business Administration,411
21090,Juan C. Bonilla,5,"natural sciences, mathematics and statistics",445
21090,Juan C. Bonilla,6,Technology of the information and communication,277
21090,Juan C. Bonilla,7,"Engineering, manufacturing and construction",1439
21094,Libres,3,social sciences and law,225
21094,Libres,4,Business Administration,559
21094,Libres,6,Technology of the information and communication,160
21094,Libres,7,"Engineering, manufacturing and construction",875
21094,Libres,8,Agriculture and Veterinary,121
21103,Nicolás Bravo,1,Education,97
21103,Nicolás Bravo,2,Arts and Humanities,189
21103,Nicolás Bravo,4,Business Administration,480
21103,Nicolás Bravo,6,Technology of the information and communication,139
21103,Nicolás Bravo,7,"Engineering, manufacturing and construction",363
21104,Nopalucan,1,Education,219
21104,Nopalucan,3,social sciences and law,259
21104,Nopalucan,4,Business Administration,227
21104,Nopalucan,7,"Engineering, manufacturing and construction",99
21104,Nopalucan,8,Agriculture and Veterinary,42
21108,Oriental,4,Business Administration,360
21108,Oriental,6,Technology of the information and communication,11
21108,Oriental,7,"Engineering, manufacturing and construction",153
21108,Oriental,8,Agriculture and Veterinary,96
21109,Pahuatlán,1,Education,5
21111,Pantepec,1,Education,48
21111,Pantepec,3,social sciences and law,53
21111,Pantepec,4,Business Administration,18
21111,Pantepec,8,Agriculture and Veterinary,15
21114,Puebla,1,Education,16151
21114,Puebla,2,Arts and Humanities,11847
21114,Puebla,3,social sciences and law,34827
21114,Puebla,4,Business Administration,43137
21114,Puebla,5,"natural sciences, mathematics and statistics",7221
21114,Puebla,6,Technology of the information and communication,7307
21114,Puebla,7,"Engineering, manufacturing and construction",35476
21114,Puebla,8,Agriculture and Veterinary,1171
21114,Puebla,9,Health Sciences,33307
21114,Puebla,10,Services,9854
21115,Quecholac,1,Education,124
21115,Quecholac,3,social sciences and law,333
21115,Quecholac,4,Business Administration,135
21115,Quecholac,7,"Engineering, manufacturing and construction",129
21116,Quimixtlán,1,Education,31
21116,Quimixtlán,7,"Engineering, manufacturing and construction",17
21116,Quimixtlán,9,Health Sciences,42
21118,Los Reyes de Juárez,7,"Engineering, manufacturing and construction",22
21118,Los Reyes de Juárez,8,Agriculture and Veterinary,61
21119,San Andrés Cholula,1,Education,410
21119,San Andrés Cholula,2,Arts and Humanities,3829
21119,San Andrés Cholula,3,social sciences and law,6913
21119,San Andrés Cholula,4,Business Administration,8070
21119,San Andrés Cholula,5,"natural sciences, mathematics and statistics",1102
21119,San Andrés Cholula,6,Technology of the information and communication,383
21119,San Andrés Cholula,7,"Engineering, manufacturing and construction",4592
21119,San Andrés Cholula,9,Health Sciences,1775
21119,San Andrés Cholula,10,Services,204
21125,San Gregorio Atzompa,4,Business Administration,5
21125,San Gregorio Atzompa,5,"natural sciences, mathematics and statistics",59
21125,San Gregorio Atzompa,8,Agriculture and Veterinary,447
21128,San José Chiapa,6,Technology of the information and communication,190
21128,San José Chiapa,7,"Engineering, manufacturing and construction",672
21132,San Martín Texmelucan,1,Education,516
21132,San Martín Texmelucan,2,Arts and Humanities,66
21132,San Martín Texmelucan,3,social sciences and law,690
21132,San Martín Texmelucan,4,Business Administration,845
21132,San Martín Texmelucan,6,Technology of the information and communication,279
21132,San Martín Texmelucan,7,"Engineering, manufacturing and construction",915
21132,San Martín Texmelucan,9,Health Sciences,96
21132,San Martín Texmelucan,10,Services,179
21138,San Nicolás de los Ranchos,3,social sciences and law,74
21140,San Pedro Cholula,1,Education,82
21140,San Pedro Cholula,2,Arts and Humanities,17
21140,San Pedro Cholula,3,social sciences and law,64
